Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS Version,ADAS/ADS Version - Unknown,ADAS/ADS Version CBI,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude  - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30412-2476,2,Cruise LLC,Monthly Update,5,2022,JUN-2022,5G21A6P05L4, ,N/A,Cruise,AV, ,2020, ,4ede896caa0dd6e,32234, ,Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, , , , , ,,FEB-2022, ,FEB-2022,00:48, ,027edaee5964dad,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Making Left Turn,No,No, ,Y,Y, , , , , , , , ,Proceeding Straight,No,No,No Passengers in Vehicle,13, , , , , , ,Y, , ,Y, , ,Y,Y,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"This report is an update to 30412-2476-1. Cruise received a report from the San Francisco Police Department on May [XXX], 2022. A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was at a complete stop in response to a red light on southbound [XXX] at the intersection with [XXX]. At the intersection, an Acura Sedan was stopped in front of the Cruise AV in the left southbound lane. To the right of the Cruise AV, was a BMW Sedan in the right southbound lane. In response to the green light, the Acura Sedan made a signaled left turn onto [XXX] as the BMW Sedan stayed parallel to the Cruise AV. As the Cruise AV entered the intersection, the BMW Sedan made a prohibited left turn from the right southbound lane on [XXX] with no turn signal. The Cruise AV braked and, shortly thereafter, the BMW Sedan made contact with the Cruise AV, damaging the front right bumper of the Cruise AV. The driver of the BMW Sedan left the scene without exchanging information. There were no injuries and Cruise filed a police report on February [XXX], 2022. [REDACTED CONFIDENTIAL BUSINESS INFORMATION]",Y
30412-3073,1,Cruise LLC,Monthly,5,2022,JUN-2022,5G21A6P03L4, ,N/A,Cruise,AV, ,2020, ,c8b988b72ff1d9f,32821, ,In-Vehicle and Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, ,Y,Y, , ,,MAY-2022, ,MAY-2022,4:37, ,6b298fec78911d4,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Minor,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , , , , ,Stopped,No,No,Yes,0, , , , ,Y, , ,Y, , , , ,Y, ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was at a complete stop in response to a red light on westbound [XXX] at the intersection with [XXX]. A black BMW approaching from the rear made contact with the Cruise AV's rear bumper, damaging the Cruise AV's rear bumper. The driver of the other vehicle left the scene without exchanging information. The two Cruise AV operators in the Cruise AV later reported back injuries. Police were not called. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30270-3057,2,Waymo LLC,10-Day Update,,,JUN-2022,SADHW2S15M1, ,N/A,Jaguar,I-Pace, ,2021, ,c690f79b5f85c4b,32794, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2022, ,MAY-2022,02:30, ,387240601466c07,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,35, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Unknown,Yes,Proceeding Straight,Yes,Yes, ,Y,Y, , ,Y, , ,Y, , ,Stopped,No,Yes,Yes,0, ,Y,Y, ,Y, , , , , , , , , ,Y, ,Y,Y, , ,Yes,Phoenix Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"The content of this report is unchanged from the initial report submitted on May [XXX], 2022 [Report ID # 30270-3057-1].
On May [XXX], 2022 at 2:30 AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a passenger vehicle on [XXX] at the [XXX] onramp.
While the Waymo AV was stopped at a red light on southbound [XXX] in the rightmost through lane, a passenger vehicle approached the Waymo AV from behind and the right front of the passenger vehicle made contact with the left rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode and a test driver was present (in the driver's seating position). Both vehicles sustained major damage. The driver of the other vehicle was transported from the scene to a hospital for medical treatment.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away, the crash resulted in airbag deployment, and the driver of the other vehicle was transported from the scene to a hospital for medical treatment. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.", 
30531-3064,2,Transdev Alternative Services,10-Day Update,,,JUN-2022,SADHW2S10M1, ,N/A,Jaguar,I-Pace, ,2021, ,783ba56d2d747d1,16836, ,In-Vehicle (Commercial / Test),,Y, ,Yes,"Unknown, see Narrative",Waymo LLC, , ,Y, , , , , ,,MAY-2022, ,MAY-2022,01:16, ,237da70b740eca7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Motorcycle,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,Stopped,No,No,Yes,0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"Aside from a typo in the location address, this report is unchanged from the previously submitted report (Report ID#: 30531-3064-1)
On May [XXX], 2022 at 1:16AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a motorcycle on [XXX] at [XXX].
While the Waymo AV was stopped at a red light on eastbound [XXX] in the rightmost lane, a motorcycle approached the Waymo AV from behind and the front of the motorcycle made contact with the rear of the Waymo AV.
At the time of impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a motorcyclist was involved.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of WaymoLLC-202205[XXX]-0 (rev.202205[XXX]215904).", 
30531-3065,2,Transdev Alternative Services,10-Day Update,,,JUN-2022,SADHW2S10M1, ,N/A,Jaguar,I-Pace, ,2021, ,4d3dc5f194fb109,30050, ,In-Vehicle (Commercial / Test),,Y, ,Yes,"Unknown, see Narrative",Waymo LLC, , ,Y, , , , , ,,MAY-2022, ,MAY-2022,01:43, ,a4f3fd3c322db7a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,Making Left Turn,No,Yes,Yes,9, , , , , , , , , , ,Y, , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the previously submitted report (Report ID#: 30531-3065-1)
On May [XXX], 2022 at 1:43AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona made contact with a parking lot driveway on the 700 block of [XXX].
The Waymo AV was traveling westbound on [XXX] in autonomous mode when it approached a parking lot on the left side of the street.  As the Waymo AV turned left and into the parking lot, the Waymo AV's undercarriage made contact with the driveway pavement (the AVE did not contact any vehicle or road user).  At the time of contact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).  The Waymo AV sustained minor undercarriage damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because the Waymo AV was towed away.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of WaymoLLC-202205[XXX]-0 (rev.202205[XXX]213041).", 
30270-3056,2,Waymo LLC,10-Day Update,,,JUN-2022,SADHW2S10M1, ,N/A,Jaguar,I-Pace, ,2021, ,4d3dc5f194fb109,30050, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2022, ,MAY-2022,01:43, ,a4f3fd3c322db7a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , ,Y, , , , , , ,Making Left Turn,No,Yes,Yes,9, , , , , , , , , , ,Y, , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the initial report submitted on May [XXX], 2022 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. 
On May [XXX], 2022 at 1:43AM PST a Waymo Autonomous Vehicle (Waymo AV) operating in Phoenix, Arizona made contact with a parking lot driveway on the 700 block of [XXX]. 
The Waymo AV was traveling westbound on [XXX] in autonomous mode when it approached a parking lot on the left side of the street. As the Waymo AV turned left and into the parking lot, the Waymo AVs undercarriage made contact with the driveway pavement (the AV did not contact any vehicle or road user). At the time of the contact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). The Waymo AV sustained minor undercarriage damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because the Waymo AV was towed away. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.", 
30270-3055,2,Waymo LLC,10-Day Update,,,JUN-2022,SADHW2S10M1, ,N/A,Jaguar,I-PACE, ,2021, ,783ba56d2d747d1,16836, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,MAY-2022, ,MAY-2022,01:16, ,237da70b740eca7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Motorcycle,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,Stopped,No,No,Yes,0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the initial report submitted on May [XXX], 2022 [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]. 
On May [XXX], 2022 at 1:16AM PST a Waymo Autonomous Vehicle (Waymo AV) operating in San Francisco, California was in a collision involving a motorcycle on [XXX] at [XXX].
While the Waymo AV was stopped at a red light on eastbound [XXX] in the rightmost lane, a motorcycle approached the Waymo AV from behind and the front of the motorcycle made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AVs Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the drivers seating position). Both vehicles sustained minor damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a motorcyclist was involved. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.", 
540-3085,1,"General Motors, LLC",1-Day,,,JUN-2022,5G21A6P05N4, ,N/A,Cruise,AV, ,2022, ,67055320714abc5,697, ,Remote (Commercial / Test),,Y, ,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,JUN-2022, ,JUN-2022,23:00, ,07df46993d3d218,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Minor,Yes,Proceeding Straight,Yes,Yes, , , , , ,Y, ,Y,Y, , ,Making Left Turn,No,Yes,Yes,0, ,Y, , ,Y, , ,Y,Y, , , ,Y, ,Y, , ,Y, , ,Yes,San Francisco Police Depertment, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"On June [XXX], 2022 GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order""). General Motors LLC (GM) manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: 30412-3084-1)", 
30412-3084,1,Cruise LLC,1-Day,,,JUN-2022,5G21A6P05N4, ,N/A,Cruise,AV, ,2022, ,67055320714abc5,697, ,Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, ,Y, , , ,,JUN-2022, ,JUN-2022,23:00, ,07df46993d3d218,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Passenger Car,Minor,Yes,Proceeding Straight,Yes,Yes, , , , , ,Y, ,Y,Y, , ,Making Left Turn,No,Yes,Yes,0, ,Y, , ,Y, , ,Y,Y, , , ,Y, ,Y, ,Y,Y, , ,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV"") operating in driverless autonomous mode, was traveling eastbound on [XXX] toward the intersection with [XXX]. As it approached the intersection, the Cruise AV entered the left hand turn lane, turned the left turn signal on, and initiated a left turn on a green light onto [XXX]. At the same time, a Toyota Prius traveling westbound in the rightmost bus and turn lane of [XXX] approached the intersection in the right turn lane. The Toyota Prius was traveling approximately 40 mph in a 25 mph speed zone. The Cruise AV came to a stop before fully completing its turn onto [XXX] due to the oncoming Toyota Prius, and the Toyota Prius entered the intersection traveling straight from the turn lane instead of turning. Shortly thereafter, the Toyota Prius made contact with the rear passenger side of the Cruise AV. The impact caused damage to the right rear door, panel, and wheel of the Cruise AV. Police and Emergency Medical Services were called to the scene, and a police report was filed. The Cruise AV was towed from the scene. Occupants of both vehicles received medical treatment for allegedly minor injuries. [REDACTED CONFIDENTIAL BUSINESS INFORMATION]",Y
540-3083,1,"General Motors, LLC",1-Day,,,JUN-2022,5G21A6P06L4, ,N/A,Cruise,AV, ,2020, ,da2115ee1029a21,49754, ,In-Vehicle and Remote (Commercial / Test),,Y, ,Yes,ADS,Cruise LLC, , ,Y, ,Y,Y, , ,,JUN-2022, ,JUN-2022,1:54, ,9d481ed6b4babd7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Non-Motorist: Pedestrian,Unknown,No,Proceeding Straight,,, , , , , , , , , , , ,"Other, see Narrative",No,No,Yes,5, , , ,Y, , , , , , , , ,Y, ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,"Unknown, see Narrative", ,"On June [XXX], 2022 GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order""). General Motors LLC (GM) manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: 30412-3080-1)", 
30412-3080,1,Cruise LLC,1-Day,,,JUN-2022,5G21A6P06L4, ,N/A,Cruise,AV, ,2020, ,da2115ee1029a21,49754, ,In-Vehicle and Remote (Commercial / Test),"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]", ,Y,Yes,ADS,Cruise LLC, , ,Y, ,Y,Y, , ,,JUN-2022, ,JUN-2022,1:54, ,9d481ed6b4babd7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Non-Motorist: Pedestrian,Unknown,No,Proceeding Straight,,, , , , , , , , , , , ,"Other, see Narrative",No,No,Yes,5, , , ,Y, , , , , , , , ,Y, ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV"") operating in supervised autonomous mode was driving Westbound on [XXX] between [XXX] and [XXX] when a pedestrian ran in front of the AV. The Cruise AV stopped for the pedestrian and, moments later, the pedestrian began yelling and approaching the Cruise AV. The Cruise AV operator disengaged the Cruise AV from autonomous mode to leave the scene. The Cruise AV operator drove the vehicle forward and maneuvered away from the pedestrian, but the pedestrian continued to approach the Cruise AV and jumped onto the hood of the Cruise AV. The pedestrian fell in front of the Cruise AV and remained there until later fleeing the scene. The injury status of the pedestrian is unknown and a police report will be filed. [REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30610-3072,1,"Zoox, Inc.",1-Day,,,JUN-2022,5TDDCRFH7GS, ,N/A,Toyota,Highlander, ,2016, ,08a1b2756b024f9,61479, ,In-Vehicle (Commercial / Test),37.22.06.01, , ,Yes,ADS,Zoox, , , , , ,Y, , ,,JUN-2022, ,JUN-2022,13:15, ,57e9040c5de3c46,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Daylight,Y, , , , , , , ,,Non-Motorist: Other,Unknown,Unknown,Proceeding Straight,,, , , , , , , , , , , ,Proceeding Straight,No,No,Yes,12, ,Y, , , , , , , , , , ,Y, ,Y, ,Y, , , ,Unknown,,Y,Unknown,,Y,,Y,,Y,Yes, ,"A Zoox vehicle in autonomous mode was proceeding westbound with the right of way on a green traffic light at the six way intersection of [XXX], [XXX], and [XXX], when a person operating an electric scooter ran a red light and proceeded northbound into the intersection. The scooter made contact with the left rear quarter panel of the Zoox vehicle, at which time the Zoox vehicle had disengaged from autonomous mode. The Zoox vehicle pulled over, and police and emergency services arrived at the scene", 
30531-3065,1,Transdev Alternative Services,1-Day,,,MAY-2022,SADHW2S10M1, ,N/A,Jaguar,I-Pace, ,2021, ,4d3dc5f194fb109,30050, ,In-Vehicle (Commercial / Test),,Y, ,Yes,"Unknown, see Narrative",Waymo LLC, , ,Y, , , , , ,,MAY-2022, ,MAY-2022,01:43, ,a4f3fd3c322db7a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",Not Applicable,Not Applicable, , , , , , , , , , ,Y,Making Left Turn,No,Yes,Yes,9, , , , , , , , , , ,Y, , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On May [XXX], 2022 at 1:43AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona made contact with a parking lot driveway on the 700 block of East [XXX].
The Waymo AV was traveling westbound on East [XXX] in autonomous mode when it approached a parking lot on the left side of the street.  As the Waymo AV turned left and into the parking lot, the Waymo AV's undercarriage made contact with the driveway pavement (the AVE did not contact any vehicle or road user).  At the time of contact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).  The Waymo AV sustained minor undercarriage damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because the Waymo AV was towed away.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of WaymoLLC-202205[XXX]-0 (rev.202205[XXX]213041).", 
30531-3064,1,Transdev Alternative Services,1-Day,,,MAY-2022,SADHW2S10M1, ,N/A,Jaguar,I-Pace, ,2021, ,783ba56d2d747d1,16836, ,In-Vehicle (Commercial / Test),,Y, ,Yes,"Unknown, see Narrative",Waymo LLC, , ,Y, , , , , ,,MAY-2022, ,MAY-2022,01:16, ,237da70b740eca7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,Dry,No Unusual Conditions,25, ,Dark - Lighted,Y, , , , , , , ,,Motorcycle,No Injuries Reported,Yes,Proceeding Straight,No,No, , ,Y, , ,Y, , ,Y, , ,Stopped,No,No,Yes,0, ,Y, , , , , , , , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On May [XXX], 2022 at 1:16AM PST a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a motorcycle on [XXX] at [XXX].
While the Waymo AV was stopped at a red light on eastbound in the rightmost lane, a motorcycle approached the Waymo AV from behind and the front of the motorcycle made contact with the rear of the Waymo AV.
At the time of impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained minor damage.
Transdev Alternative Services is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a motorcyclist was involved.  Transdev may supplement or correct its reporting with additional information as it may become available.  This report is a duplicate of WaymoLLC-202205[XXX]-0 (rev.202205[XXX]215904).", 
